省,市,累计,1-10,1-16,1-17,1-18,1-19,1-20,1-21,1-22,1-23,1-24,1-25,1-26,1-27,1-28,1-29,1-30,1-31,2-1,2-2,2-3,2-4,2-5,2-6,2-7,2-8,2-9,2-10,2-11,2-12,2-13,2-14,2-15,2-16,2-17,2-18,2-19,2-20,2-21,2-22,2-23,2-24,2-25,2-26,2-27,2-28,2-29,3-1,3-2,
四川,,538,0,0,0,0,0,0,2,3,10,13,16,25,21,18,34,35,30,24,23,28,19,20,23,19,23,19,12,19,15,12,7,11,14,13,6,6,5,1,0,1,2,2,3,4,0,0,0,0,
四川,成都市,143,0,0,0,0,0,0,1,1,5,9,6,11,4,9,13,10,3,1,4,10,5,5,5,7,11,3,1,1,6,4,4,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
四川,自贡市,9,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,攀枝花市,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,泸州市,24,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,2,1,2,1,0,3,1,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,
四川,德阳市,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,3,0,2,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
四川,绵阳市,22,0,0,0,0,0,0,0,2,0,0,3,2,1,0,1,2,1,2,3,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,广元市,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,遂宁市,17,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,内江市,22,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,4,1,1,3,0,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,乐山市,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,南充市,39,0,0,0,0,0,0,0,0,0,0,2,0,2,1,4,2,5,7,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
四川,眉山市,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,宜宾市,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,广安市,30,0,0,0,0,0,0,1,0,1,0,0,4,1,0,2,4,3,4,1,3,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,达州市,42,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,2,1,0,2,2,4,3,3,2,0,3,2,3,3,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
四川,雅安市,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,巴中市,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,4,0,3,4,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,资阳市,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
四川,阿坝州,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四川,甘孜州,78,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,1,2,2,2,5,0,0,6,4,9,1,6,1,6,7,5,3,2,1,1,0,0,0,2,3,4,0,0,0,0,
四川,凉山州,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,1,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,,75,0,0,0,0,0,0,0,0,1,1,5,4,2,3,2,2,3,4,7,1,7,4,4,2,2,4,0,2,1,4,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,呼和浩特市,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,包头市,11,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,乌海市,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,赤峰市,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,通辽市,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,鄂尔多斯市,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,呼伦贝尔市,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,巴彦淖尔市,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,乌兰察布市,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,兴安盟,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,锡林郭勒盟,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
内蒙古,阿拉善盟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,,125,0,0,0,0,0,0,0,2,2,8,5,5,8,6,5,4,15,4,6,4,7,8,5,5,6,2,1,5,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,
辽宁,沈阳市,28,0,0,0,0,0,0,0,1,1,1,2,1,2,0,1,1,2,4,1,2,3,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,大连市,19,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,2,1,2,2,0,1,1,0,0,2,0,0,-2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,鞍山市,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,2,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,抚顺市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,本溪市,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,丹东市,11,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,
辽宁,锦州市,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,营口市,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,阜新市,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,辽阳市,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,盘锦市,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,-2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,铁岭市,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,朝阳市,6,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
辽宁,葫芦岛市,12,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,1,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙江,,480,0,0,0,0,0,0,0,1,3,5,6,6,9,7,6,16,21,15,23,37,35,37,50,18,12,24,29,18,17,23,7,20,12,7,6,6,3,0,1,0,0,0,0,0,0,0,0,0,
黑龙江,哈尔滨市,198,0,0,0,0,0,0,0,0,1,5,2,0,2,1,2,5,7,9,11,18,10,9,12,6,14,14,18,4,9,5,3,15,6,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,
黑龙江,齐齐哈尔市,43,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,14,6,1,0,0,3,2,1,0,3,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙江,鸡西市,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,3,3,9,8,2,3,0,4,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙江,鹤岗市,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙江,双鸭山市,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,5,4,4,16,0,2,0,0,1,0,9,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙江,大庆市,26,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,2,1,0,3,0,0,2,0,0,0,0,1,1,0,3,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙江,伊春市,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙江,佳木斯市,15,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,3,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙江,七台河市,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,1,1,0,1,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙江,牡丹江市,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,1,0,1,1,1,2,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙江,黑河市,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙江,绥化市,47,0,0,0,0,0,0,0,0,1,0,1,1,5,0,2,2,1,1,2,6,2,5,10,5,-9,2,2,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙江,大兴安岭地区,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
江西,,935,0,0,0,0,0,0,2,1,4,11,18,12,24,37,53,77,47,46,59,85,72,52,61,37,41,33,32,40,28,28,13,12,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
江西,南昌市,232,0,0,0,0,0,0,0,1,1,1,1,4,9,8,21,21,16,6,14,18,13,15,13,6,11,11,6,10,5,7,5,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
江西,景德镇市,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
江西,萍乡市,33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,1,6,3,2,2,1,1,0,0,1,1,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
江西,九江市,118,0,0,0,0,0,0,0,0,1,1,0,2,5,7,15,10,2,12,9,14,8,6,3,2,3,1,0,4,4,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
江西,新余市,129,0,0,0,0,0,0,0,0,1,0,0,2,0,8,0,17,12,3,7,9,10,9,9,8,5,5,5,7,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
江西,鹰潭市,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,0,0,1,0,1,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
江西,赣州市,76,0,0,0,0,0,0,0,0,0,2,5,0,3,6,5,6,3,3,2,7,6,4,7,5,5,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
江西,吉安市,22,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,3,3,1,1,2,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
江西,宜春市,106,0,0,0,0,0,0,0,0,0,1,4,1,4,4,0,12,3,2,5,9,3,6,8,5,6,4,6,5,7,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
江西,抚州市,72,0,0,0,0,0,0,1,0,0,3,2,1,1,1,4,2,3,6,5,5,10,2,10,3,4,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
江西,上饶市,123,0,0,0,0,0,0,0,0,0,2,4,0,1,2,2,1,4,3,13,18,19,9,8,6,6,6,7,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,,174,0,0,0,0,0,0,1,0,1,3,6,8,7,25,19,10,11,8,10,8,5,11,3,2,3,8,4,1,2,6,6,1,2,1,1,-1,2,0,0,0,0,0,0,0,0,0,0,0,
云南,昆明市,53,0,0,0,0,0,0,1,0,1,1,1,3,0,8,6,3,6,1,1,2,0,6,1,0,1,3,1,0,2,0,0,1,2,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,
云南,曲靖市,13,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,玉溪市,14,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,保山市,9,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,昭通市,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,2,1,1,0,0,0,2,0,2,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,丽江市,7,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,普洱市,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,临沧市,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,楚雄州,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,红河州,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
云南,文山州,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,西双版纳州,15,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,大理州,13,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,德宏州,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,怒江州,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
云南,迪庆州,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,,1272,0,0,0,0,0,0,1,4,4,23,51,45,40,38,72,74,70,71,73,109,89,87,63,66,53,40,32,30,34,15,28,19,15,11,4,4,2,3,1,0,0,0,1,0,0,0,0,0,
河南,郑州市,155,0,0,0,0,0,0,1,1,1,3,12,9,8,3,6,4,6,9,7,13,7,10,10,8,6,4,2,5,4,1,2,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
河南,开封市,26,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,1,5,1,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,洛阳市,31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,0,5,5,4,3,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,平顶山市,58,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,2,1,3,5,9,6,7,5,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,安阳市,52,0,0,0,0,0,0,0,0,0,0,3,4,4,3,2,4,4,0,4,4,2,2,3,3,1,1,1,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
河南,鹤壁市,19,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,2,0,2,0,0,1,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,新乡市,55,0,0,0,0,0,0,0,0,0,1,2,1,2,1,4,4,6,0,4,6,6,2,0,2,1,2,2,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,焦作市,32,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,4,3,2,1,2,4,1,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,濮阳市,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,2,2,1,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,许昌市,39,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,4,1,2,4,5,2,2,2,1,0,1,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,漯河市,35,0,0,0,0,0,0,0,0,0,0,3,3,3,0,2,2,1,2,4,3,1,2,0,3,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
河南,三门峡市,7,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,南阳市,155,0,0,0,0,0,0,0,0,0,8,7,4,7,5,20,10,5,9,8,15,8,4,7,10,5,1,2,2,7,1,4,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
河南,商丘市,83,0,0,0,0,0,0,0,0,0,0,0,6,1,7,4,9,2,7,6,10,1,4,7,3,7,1,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,信阳市,274,0,0,0,0,0,0,0,0,1,5,16,1,6,3,10,7,21,18,11,13,26,26,12,16,13,15,8,3,9,3,9,9,1,4,2,1,1,3,1,0,0,0,0,0,0,0,0,0,
河南,周口市,76,0,0,0,0,0,0,0,0,1,3,1,6,4,4,6,11,2,2,7,5,4,3,1,2,0,3,0,1,2,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,驻马店市,139,0,0,0,0,0,0,0,0,0,2,5,2,1,6,9,5,10,6,12,14,10,16,8,7,3,7,3,2,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,济源示范区,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,滑县,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,长垣市,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,永城市,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,邓州市,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
河南,巩义市,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
甘肃,,91,0,0,0,0,0,0,0,0,2,2,3,7,5,5,1,4,6,5,11,4,2,5,5,4,8,4,3,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
甘肃,兰州市,36,0,0,0,0,0,0,0,0,1,1,2,4,3,3,-1,2,5,3,3,2,2,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
甘肃,嘉峪关市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
甘肃,金昌市,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
甘肃,白银市,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
甘肃,天水市,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
甘肃,武威市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
